Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,Unnamed: 63
Early-demographic dividend,EAR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,45.1906454321321,45.85874960878179,46.466925750655406,47.0152556456692,47.618248084984295,48.2141336047056,48.852888071522294,49.4189221928149,49.96652857854551,50.499008372232,51.022564483390894,51.5452002828338,52.07039731484671,52.6089163568236,53.1543492202363,53.706227841928396,54.258021414312104,54.797453956786605,55.318129659057,55.8135441850204,56.2817293679949,56.7266094432839,57.1562953052903,57.582405337450396,58.0088018710083,58.437910204101,58.8687017047849,59.300160093772895,59.7266123016584,60.1564276185888,60.5897921235854,61.018048849334605,61.44639623424789,61.87435238129479,62.293805838313396,62.698913844021504,63.0873627133323,63.454834509929505,63.8061572159272,64.1442360550207,64.4707816806141,64.7922358418898,65.1124108817949,65.4374131741162,65.77090330665149,66.1136652909037,66.46968343595199,66.8340476886315,67.20409485369579,67.5746583413856,67.9377894487947,68.2884008201766,68.6215474719856,68.9351435795259,69.22499709906529,69.4922596542455,69.7406033656288,69.97443657838271,,
Early-demographic dividend,EAR,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",SH.DYN.NCOM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0088431924252,,,,,24.122436621058604,,,,,23.245542691985396,,,,,22.457182093040103,22.2626734778971,,,
East Asia & Pacific,EAS,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.241900483068,222.899705539525,224.60249266221803,252.12286292495702,278.668136219107,292.520229081857,298.469846865544,322.661954034007,375.29346898172093,420.504154546951,479.27107548680704,587.812900416304,627.471838713607,605.3884240208071,615.3548681465401,601.866982693571,638.573905648442,,,
East Asia & Pacific,EAS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,48.4513054118911,48.98386717894301,49.6570907434368,50.63568686918139,51.83654594524101,53.209407911777,54.7459035147585,56.2337924174007,57.60858550070189,58.8486791988186,59.901610661699,60.821002133033,61.61460074852079,62.3117489111415,63.0122703866388,63.6833632316435,64.2935230466561,64.8765505134593,65.3989114929797,65.8895323481571,66.3016520154691,66.71625854219789,67.10536095802979,67.421249670635,67.7488305788125,68.0351440064055,68.3060086728712,68.5519130962823,68.7388681489255,68.94868657272221,69.12441963787579,69.3108730166025,69.4701198548844,69.64589748259421,69.8450310154645,70.0229114541464,70.2990487918756,70.5801990045651,70.8767848382905,71.19720598991,71.5745017682069,71.9480430715575,72.2996345422846,72.63833489557071,72.96081094510079,73.2317997518613,73.5141727968996,73.75959434623441,73.979558346924,74.2059265835735,74.38238381794591,74.54411890287659,74.73862552738991,74.9158504771676,75.08222477405171,75.24480142963091,75.3968100741801,75.5520189302133,,
East Asia & Pacific,EAS,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",SH.DYN.NCOM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0443163761109,,,,,19.3521440554928,,,,,18.597739005011398,,,,,17.956125941891802,17.660039636032398,,,
East Asia & Pacific (excluding high income),EAP,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.1030294339719,39.2007165737934,43.761453281269205,50.0177360092595,56.259037171342605,64.5954781509861,74.1789370887174,88.79398931110659,116.12731908281499,138.025394903132,160.44320159571,199.54876852589803,233.193181386726,264.98074368121496,289.200492049536,308.263372748171,313.64424549925496,,,
East Asia & Pacific (excluding high income),EAP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,45.721196827606605,46.16955412178449,46.8904414512335,47.92116425933829,49.2686887627555,50.855845546342294,52.566381926706896,54.265776595135,55.833941460638705,57.2143705770504,58.381876108891404,59.3534249789112,60.1981004032617,60.9759992303663,61.7052757423418,62.3964992189954,63.05579373291489,63.674349371061,64.2467338335905,64.77230276964751,65.2490880873565,65.6786293211074,66.067064366951,66.4168055069712,66.7340166532636,67.0211832127191,67.2816306767162,67.516205165418,67.7286622611563,67.92482583870989,68.1091855549717,68.2853312732114,68.4576003484801,68.6328658062837,68.8197661967059,69.0298581585108,69.2754675280502,69.5571068234142,69.8747969721744,70.22138204793,70.589540505942,70.9672889117247,71.3390623935928,71.6933720224383,72.0230381100735,72.3230166590941,72.5931169507009,72.8395863593758,73.06871949895759,73.28203040917408,73.4804963822112,73.6668303062749,73.84286354929858,74.00982980274921,74.1719970886241,74.33039357689671,74.4879223467073,74.6435634830561,,
East Asia & Pacific (excluding high income),EAP,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",SH.DYN.NCOM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.1268499974852,,,,,20.3490709561313,,,,,19.6300872895365,,,,,18.991888674469198,18.6772801470199,,,
East Asia & Pacific (IDA & IBRD countries),TEA,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.1098243597416,39.2071415753754,43.7681635145078,50.0247835675728,56.2679460738128,64.6039735456411,74.1876271633608,88.80272934257691,116.135223600482,138.03292866705,160.451315904533,199.556155827034,233.20168772222198,264.989859519114,289.210307639762,308.273580323957,313.656137324467,,,
East Asia & Pacific (IDA & IBRD countries),TEA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,45.6490911769954,46.0968144213308,46.821619253898,47.8595060471959,49.215566133341596,50.811473913558295,52.530163555537996,54.2366519410482,55.81059675049621,57.195220415773,58.365225478297795,59.3377981263852,60.182640559152496,60.960462306818506,61.6896484234327,62.380969524607295,63.0406955381359,63.6599105444563,64.23304597392939,64.7594050918923,65.236898104573,65.6670283905693,66.0559405031891,66.4059340553607,66.7231862443314,67.0097921807496,67.2686655494136,67.5006987440549,67.7100513787631,67.9032090404573,68.0863149564098,68.26491743539289,68.4443255248485,68.6314619691571,68.834219157029,69.0620219180719,69.3241644744946,69.6186256278588,69.94382306959851,70.2922627481551,70.6575737504929,71.0296563060844,71.39547723838571,71.74551237606249,72.07316595795771,72.3732373130279,72.6448200726515,72.892599954292,73.121855617314,73.3339300609654,73.5299219743337,73.7129636407447,73.8856135309526,74.0496370136203,74.20952570503341,74.3663435577046,74.52290614275371,74.6778823846511,,
East Asia & Pacific (IDA & IBRD countries),TEA,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",SH.DYN.NCOM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.1069984672191,,,,,20.2669404358721,,,,,19.532915795484396,,,,,18.9085137034833,18.593337637999397,,,
Euro area,EMU,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1733.7130626681399,1777.89362167482,1971.69633878939,2475.28658592372,2831.1177671069204,2971.7002332650104,3137.27023156594,3559.01091377094,4006.49936171169,3936.8787540512703,3834.41512294245,4102.97475209135,3840.85675390601,4023.2556823486602,4106.8746904721,3520.62805851514,3588.12025136626,,,
Euro area,EMU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.2740525116344,69.64490674342571,69.60332176759461,69.772932396845,70.23315498965779,70.3194298837537,70.5964703956169,70.7366800040041,70.7869522845087,70.793738852463,71.1581776085365,71.26603279627591,71.60552009184491,71.7005119726022,72.0262870040299,72.1695350983159,72.4350570277112,72.7905244680297,73.01169706931441,73.3350232076442,73.5293145785258,73.8120926258851,74.1550521436251,74.2294762412675,74.5876955631761,74.757309863025,75.0566431756971,75.34781763597529,75.535309394275,75.76106591530841,75.9108402677101,76.0250664871004,76.3800851114266,76.4867305816355,76.7950188371911,76.9558605938918,77.2184494463154,77.58153600565271,77.7971788752941,78.02123941788571,78.2750733147684,78.5971155200072,78.68446788021829,78.7071825494894,79.27870162689341,79.4262861205819,79.8561324185996,80.099885090466,80.30291582385391,80.50518154291859,80.74678098455671,81.2328214962434,81.2271514197584,81.51231516159679,81.933417378229,81.56930855971959,81.9459124960894,81.950723505351,,
Euro area,EMU,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",SH.DYN.NCOM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.156891887929199,,,,,13.399774999043698,,,,,12.169353507228198,,,,,11.357635173738101,11.0979240239079,,,
Europe & Central Asia,ECS,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,909.8325892091091,941.723777863425,1058.4609436023,1318.3661590649601,1527.6262107659602,1629.86927117069,1744.5737635993,2006.8042460869897,2246.1256549164605,2155.8521506081897,2143.82849641596,2325.09788766474,2230.13643755834,2380.9270404478602,2425.09737812677,2099.42314619519,2092.60917875574,,,
Europe & Central Asia,ECS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,67.03401482558829,67.3972414336064,67.49006775097939,67.758637173559,68.15473220755901,68.305148931966,68.51439121284021,68.63757389919449,68.70700033773521,68.7130338512526,68.990461691158,69.1269652830289,69.3309148213875,69.4259160711875,69.62941891129539,69.6039259591058,69.70477129303039,69.877439598855,69.96708372227839,70.0863492724364,70.191580173905,70.45672447014842,70.7478249746282,70.8175697534199,70.9681983672702,71.1806628392105,71.6656770517818,71.8825980690504,72.0099723275142,72.07332550265329,72.07323715127859,72.0122417720368,71.89780565035551,71.577232416234,71.64846862309571,71.7417133698651,72.1602755263109,72.57573046778629,72.8895437167172,72.90333338719891,73.06072043019759,73.3215318077539,73.434186070452,73.54556545986749,73.97883014141159,74.1406443376467,74.6352933780208,74.9916607892358,75.24867443086441,75.6420533438458,75.9304744125546,76.44300579178571,76.5894158521853,76.9019170297045,77.21652978144141,77.1624122349817,77.49826580919608,77.6442191513132,,
Europe & Central Asia,ECS,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",SH.DYN.NCOM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.2394249176958,,,,,21.9070336551889,,,,,19.0000759837498,,,,,17.2141562587512,16.813323880083598,,,
Europe & Central Asia (excluding high income),ECA,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.2232891058203,95.62537782271099,114.384332496536,142.74768776908002,181.95257066115897,230.09303352164198,280.540868957158,357.34510251231103,443.531098782517,383.674764797304,417.15997085665396,468.003559652882,502.86149005891195,540.478275406669,502.49916586579695,383.21605866806505,371.159406634548,,,
Europe & Central Asia (excluding high income),ECA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,63.392093829801794,63.912157894303895,64.3056741001686,64.6697208378443,64.96714401083321,65.1907942083231,65.359017510909,65.4763921051119,65.6184675491995,65.702931907459,65.9462315271704,66.1489634043486,66.1913089689253,66.2997134994625,66.4031448173817,66.2216288171465,66.2030009211946,66.2098271600891,66.27651179848179,66.2186736424113,66.3455651675439,66.5605859986087,66.8941289980568,67.0145922597889,67.0100757790406,67.41952680942529,68.1769088779471,68.34789967308001,68.4212573294742,68.3741698979271,68.2435918912063,68.061908584666,67.3241680888309,66.45892753038429,66.21941011273981,66.2580875665733,66.82458154725501,67.450109456397,67.79846261038439,67.5724431616878,67.63715876214829,67.7720636183022,67.8496652171639,67.9819429454558,68.30711526029329,68.4436442628426,69.065873903332,69.5756543038205,69.86961665792461,70.4696718480995,70.7735949934047,71.3417188670727,71.6685282969715,72.0634444215589,72.263998682639,72.54230139482559,72.86159914829409,73.178625441011,,
Europe & Central Asia (excluding high income),ECA,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",SH.DYN.NCOM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.3846015794135,,,,,31.9708712167673,,,,,26.996473966588603,,,,,23.6729417379034,23.067128992302198,,,
Europe & Central Asia (IDA & IBRD countries),TEC,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.18909467813101,115.10568595046999,134.932614652857,163.809409623412,205.006626358817,255.818624715747,307.305520191208,390.799952772213,490.960348976493,424.431361853442,458.09787636998,508.818554868924,534.758214976085,573.024513113275,540.186907367014,422.322614480733,412.52743264305496,,,
Europe & Central Asia (IDA & IBRD countries),TEC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,63.8305374986016,64.30579709474969,64.6251580008282,65.0457008831867,65.3392855716688,65.6188963634062,65.80987565779779,65.8791027463203,66.0856419370913,66.11578712175671,66.3482334685631,66.5061953101342,66.6458514505743,66.74477263925169,66.88201580582711,66.6764095996089,66.67368023336779,66.6588763181457,66.70998499566849,66.6930925759904,66.7416801922293,67.0222732545971,67.3268028883744,67.4223646380457,67.39845983024999,67.7489485156154,68.46051416923821,68.617719892585,68.7219837703966,68.6562423408694,68.52792216360311,68.33133180186621,67.7069302929407,66.9777956109636,66.775365058182,66.8305737262471,67.3738628136735,67.96416188197739,68.3161274281351,68.1203172711723,68.2277553018507,68.4044625784592,68.5029640333683,68.62948671639461,68.9528753909569,69.0856371756878,69.6649851497964,70.13139702113621,70.42371602992621,70.9794459857021,71.30109417246591,71.85378606631109,72.1526148797035,72.5306344283912,72.7634625611562,72.9978278738199,73.324814982878,73.6080884981713,,
Europe & Central Asia (IDA & IBRD countries),TEC,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",SH.DYN.NCOM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.5687376877989,,,,,30.946199288211304,,,,,26.2874994768818,,,,,23.201378832883,22.6009233872737,,,
European Union,EUU,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1450.3157721682,1497.64821577008,1673.3531775728602,2087.97924146607,2410.62447082962,2546.6617381711803,2706.00588054617,3091.9218075964,3425.69678861277,3315.56951700352,3261.18464854513,3511.93321396895,3323.76617146565,3559.17007913051,3668.40188253447,3206.05449144971,3211.39860368401,,,
European Union,EUU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.2797658941282,69.5897425676303,69.5149044237522,69.7596766217263,70.226626988417,70.3374386936848,70.56798904564279,70.6779054832149,70.7240608940687,70.67951898689071,70.99868710296309,71.10680692088,71.41492054175642,71.5350445923435,71.8257225823906,71.92141377039609,72.1259227538933,72.40964862733149,72.5246229005444,72.76875032748879,72.863580361822,73.20290512612449,73.4644900691858,73.5275897867434,73.8026866537908,73.87685027060459,74.1448205139949,74.3879023649264,74.57748089665691,74.7431930423971,74.86781970880999,74.9679132435295,75.2871234586048,75.3950201883503,75.6906797146819,75.81582448408629,76.0670516917443,76.3614024855213,76.5957369891645,76.8258238023073,77.1584271333768,77.4940571215228,77.6067366807942,77.6943888376914,78.1937728603174,78.3657306480313,78.73979367705991,78.96912164901171,79.1839570006984,79.44311802394529,79.7256373044012,80.2398681700231,80.25121653501121,80.5322323373973,80.9193200492942,80.6205791424152,80.97469382789691,80.9911512063337,,
European Union,EUU,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",SH.DYN.NCOM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.218307803721,,,,,15.318103832188001,,,,,13.8393345356449,,,,,12.880856038600301,12.585544397470699,,,
Fragile and conflict affected situations,FCS,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.694490309516603,29.3567854919538,27.129031162965397,28.988092586637503,34.1129216292828,36.5376226795954,42.0696617035741,52.464514436078396,60.226864765394104,64.3502957036021,66.00720551439,68.8212436304439,65.9218825226841,71.1037258923948,77.8072301625033,75.57739760169859,73.44211605985329,,,
Fragile and conflict affected situations,FCS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,40.856742921285,41.3806450834224,41.9271281383393,42.501898119422606,43.104549829426404,43.727288930735796,44.357461102529605,44.9788726018588,45.5785267522518,46.150600821193294,46.6935263609922,47.2113581349137,47.711623754056994,48.1976868133783,48.6681318294956,49.1181655634023,49.5421777183726,49.939389355768,50.315364227390496,50.6796208675834,51.043868121424396,51.52684581284821,51.916071761875,52.31903278500239,52.731624964385006,53.1441110613162,53.54592528518029,53.9281871858115,54.2679722464404,54.568107053198794,54.92375920466189,55.1350379895428,55.3100040734906,55.4624754527532,55.603236438139,55.7425858840426,55.8881878434718,56.0474415608897,56.21891135485829,56.4047085022224,56.647072489510705,56.9294870041715,57.255467704354,57.6201660150562,58.0169036369832,58.4365160130247,58.8699661801182,59.3046838347116,59.7285415988692,60.1344029701547,60.518721295148,60.8854535910178,61.2426187052937,61.5940728836757,61.9376612483626,62.27075284967879,62.5937606489911,62.9063789416873,,
Fragile and conflict affected situations,FCS,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",SH.DYN.NCOM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.9034078821707,,,,,25.158035269344897,,,,,24.088015373417697,,,,,23.495930830799104,23.4372540767188,,,
Heavily indebted poor countries (HIPC),HPC,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.151191832992,16.2205955412454,16.8616999552952,19.550081197066103,23.0448835937073,26.558514643305603,31.1446720857136,36.69045559399171,41.0277261702961,41.2882414074785,43.4006670386578,46.3271390072988,46.832624638159,51.0309747230945,51.0608922684642,50.9271075024535,49.9846667234769,,,
Heavily indebted poor countries (HIPC),HPC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,39.5823836643441,40.0157677570153,40.4416060139298,40.8586596794705,41.2673435337788,41.6697114772306,42.0693194670377,42.4694813589659,42.87250191866929,43.27832911948179,43.6873521235472,44.098961199284105,44.5102617034035,44.9168543012571,45.31640466473821,45.70378973569179,46.0742401362169,46.427279957156,46.7641986666827,47.08701899086989,47.4006718127573,47.7106401677273,48.01953022749721,48.3262294987669,48.6260586157551,48.90570846996,49.147696154621705,49.34075050844189,49.482114424706204,49.584196772560794,49.6701108281307,49.7695256278264,49.9037755447977,50.078591680471106,50.2844440803371,50.516141662379,50.775833515905,51.0693021258521,51.4027990130144,51.783947052974604,52.2232206441079,52.7316670982482,53.3106650982114,53.95443982860989,54.651624663207905,55.386694180739205,56.142871068652404,56.89983454420079,57.6388068662644,58.345109549122,59.0069307577126,59.618694549309,60.1865469229675,60.7156847946536,61.2064317658982,61.660583852144896,62.0811562608271,62.4739205869741,,
Heavily indebted poor countries (HIPC),HPC,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",SH.DYN.NCOM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.285075277273304,,,,,22.9619277918956,,,,,21.709594193292304,,,,,21.128925733091602,21.0470896455892,,,
High income,HIC,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2430.2377889324,2520.24577499355,2720.1497109822303,3088.4350697721998,3396.72320117823,3585.23298183315,3771.23991110029,4087.7292518520003,4379.474366228929,4453.63841605752,4603.3178408393605,4951.07678581438,4967.27707783873,5039.46093038573,5181.66868573757,5022.65738784687,5179.67453221991,,,
High income,HIC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.4577778785283,68.8432740930652,68.82613257996451,69.0422011232905,69.44810919889811,69.56366557166021,69.83401349481521,70.066677487506,70.0146567441073,70.2207600480526,70.552430386353,70.83588364778579,71.13082931351359,71.30281943634941,71.71530384117929,72.0643786670592,72.3244883216628,72.67823506304829,72.83358798252141,73.1586008025212,73.18421934733891,73.54072023223691,73.87200221124209,73.97229212507509,74.2510497147387,74.3787287527099,74.6271504829004,74.895648960416,75.0130795853897,75.2596845463885,75.4220092054651,75.59661210004799,75.85740045608509,75.9326945773598,76.21329713332,76.28048147202821,76.6516276617813,76.98533050092391,77.16730179142901,77.3114331497428,77.5885101311577,77.88961433275841,78.0273180263785,78.1534057938279,78.5648325634333,78.6614491985499,78.9683676064157,79.20002077034721,79.34401122207491,79.62092337503691,79.79754559880999,80.0366248783708,80.1544784722599,80.3322084358351,80.5886474463885,80.4690829158766,80.62680022044809,80.6843995711883,,
High income,HIC,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",SH.DYN.NCOM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.1705049461074,,,,,14.3648967181655,,,,,13.002370228173099,,,,,12.2604581773415,12.1477183208357,,,
